nohup: ignoring input
BEFORE 3
0 true
1 false
2 false
3 false
4 false
hyena 0.07289719626168224
0 true
1 false
2 false
3 false
4 false.
ibex 0.07476635514018691
0 true
1 false
2 false
3 false
4 false.
ibis 0.07663551401869159
0 false
1 true
2 false
3 false
4 false.
iguana 0.07850467289719626
0 false
1 false
2 false.
3 true
4 false
indian elephant 0.08037383177570094
0 true
1 false
2 false
3 false
4 false
indian ringneck 0.08224299065420561
0 false
1 true
2 false.
3 false
4 false
insect 0.08411214953271028
0 false
1 false
2 true
3 false
4 false
jackal 0.08598130841121496
0 true
1 false
2 false
3 false
4 false
jackrabbit 0.08785046728971962
0 true
1 false
2 false
3 false
4 false
jaguar 0.08971962616822429
0 true
1 false
2 false
3 false
4 false
jay 0.09158878504672897
0 true
1 true
2 true
3 false.
4 false.
jellyfish 0.09345794392523364
0 false
1 false
2 false.
3 false
4 false
junebug 0.09532710280373832
0 false.
1 false.
2 true
3 false.
4 false.
kakariki 0.09719626168224299
0 false
1 true
2 false.
3 false
4 false
kangaroo 0.09906542056074766
0 true
1 false
2 false
3 false
4 false
kestrel 0.10093457943925234
0 false
1 true
2 false
3 false
4 false
killer whale 0.102803738317757
0 true
1 false
2 false
3 false
4 false
killerwhale 0.10467289719626169
0 true
1 false
2 false
3 false
4 false
kite 0.10654205607476636
0 false.
1 true
2 false.
3 false
4 false.
kitten 0.10841121495327102
0 true
1 false
2 false
3 false
4 false
kiwi 0.1102803738317757
0 false
1 true
2 false
3 false
4 false
koala 0.11214953271028037
0 true
1 false
2 false
3 false
4 false
koala bear 0.11401869158878504
0 true
1 false
2 false
3 false
4 false.
kodiakbear 0.11588785046728972
0 true
1 false
2 false
3 false
4 false
koi 0.11775700934579439
0 false
1 false.
2 false.
3 false
4 false.
komodo dragon 0.11962616822429907
0 false
1 false
2 false
3 true
4 false
komododragon 0.12149532710280374
0 false
1 false
2 false
3 true
4 false
labrador 0.1233644859813084
0 true
1 false
2 false
3 false
4 false
labradorretriever 0.1252336448598131
0 true
1 false
2 false
3 false
4 false
ladybird 0.12710280373831775
0 false
1 false.
2 true
3 false
4 false
ladybug 0.12897196261682242
0 false
1 false
2 true
3 false
4 false
lamb 0.1308411214953271
0 true
1 false
2 false
3 false
4 false
lark 0.13271028037383178
0 false
1 true
2 false
3 false.
4 false.
leech 0.13457943925233645
0 false
1 false
2 false
3 false
4 false
lemur 0.13644859813084112
0 true
1 false
2 false
3 false
4 false
leopard 0.1383177570093458
0 true
1 false
2 false
3 false
4 false
liger 0.14018691588785046
0 true
1 false
2 false
3 false
4 false
limpet 0.14205607476635515
0 false
1 false
2 false
3 false
4 false
lion 0.14392523364485982
0 true
1 false
2 false
3 false
4 false
lioness 0.14579439252336449
0 true
1 false
2 false
3 false
4 false
lionfish 0.14766355140186915
0 false
1 false
2 false
3 false
4 false
lizard 0.14953271028037382
0 false
1 false
2 false
3 true
4 false
lizards 0.15140186915887852
0 false
1 false.
2 false.
3 true
4 false.
llama 0.15327102803738318
0 true
1 false
2 false
3 false
4 false
loach 0.15514018691588785
0 false
1 false
2 false
3 false
4 false
lobster 0.15700934579439252
0 false
1 false
2 false.
3 false
4 false
loon 0.1588785046728972
0 false
1 true
2 false
3 false
4 false
louse 0.16074766355140188
0 false.
1 false.
2 true
3 false.
4 false.
lovebird 0.16261682242990655
0 false
1 true
2 false
3 false
4 false
lynx 0.16448598130841122
0 true
1 false
2 false
3 false
4 false
macaque 0.16635514018691588
0 true
1 false
2 false
3 false
4 false
macaw 0.16822429906542055
0 false
1 true
2 false
3 false
4 false
mackerel 0.17009345794392525
0 false
1 false
2 false.
3 false
4 false.
mackrel 0.17196261682242991
0 false
1 false
2 false
3 false
4 false
magpie 0.17383177570093458
0 false
1 true
2 false
3 false
4 false
makoshark 0.17570093457943925
0 false
1 false.
2 false.
3 false.
4 false.
malamute 0.17757009345794392
0 true
1 false
2 false
3 false
4 false
mallard duck 0.17943925233644858
0 false
1 true
2 false
3 false
4 false
mamba 0.18130841121495328
0 false
1 false
2 false
3 true
4 false.
mammal 0.18317757009345795
0 true
1 false
2 false
3 false.
4 false
mammoth 0.18504672897196262
0 true
1 false
2 false
3 false
4 false
AFTER 100
