nohup: ignoring input
BEFORE 3
1 true
2 false
3 false
4 false
turtle 0.18130841121495328
0 false
1 false
2 false
3 true
4 false
tyrannosaurus 0.18317757009345795
0 false
1 false.
2 false
3 true
4 false.
unicorn 0.18504672897196262
0 false
1 false
2 false
3 false
4 false
AFTER 100
