pid,feature,mean_logRT,n,n_squared
493,feature_Is mammal,0.7172369488905472,1,1
494,feature_Is mammal,1.43745212115561,1,1
495,feature_Is mammal,1.2907058358280235,1,1
496,feature_Is mammal,1.5525170412824432,1,1
497,feature_Is mammal,0.805318696384925,1,1
498,feature_Is mammal,1.352603392816994,1,1
575,feature_Is mammal,1.700788949255895,1,1
576,feature_Is mammal,1.1265248079330366,1,1
577,feature_Is mammal,1.0468230570275885,1,1
578,feature_Is mammal,0.8766796864566189,1,1
579,feature_Is mammal,0.6937302952699259,1,1
580,feature_Is mammal,1.1934796599880235,1,1
581,feature_Is mammal,1.3525811829348064,1,1
582,feature_Is mammal,1.1411530363079891,1,1
583,feature_Is mammal,0.41878245509634254,1,1
584,feature_Is mammal,0.855905213683562,1,1
585,feature_Is mammal,1.3773471482842676,1,1
586,feature_Is mammal,1.2704608438860427,1,1
587,feature_Is mammal,1.3370708776229134,1,1
588,feature_Is mammal,1.365042596256698,1,1
589,feature_Is mammal,0.963846062839352,1,1
590,feature_Is mammal,1.252332545060201,1,1
591,feature_Is mammal,1.3172695308730056,1,1
592,feature_Is mammal,1.1273453330625904,1,1
593,feature_Is mammal,1.3941554481408425,1,1
594,feature_Is mammal,1.258603784337311,1,1
595,feature_Is mammal,1.4682589244614255,1,1
596,feature_Is mammal,1.8689895590012182,1,1
597,feature_Is mammal,1.2084660412764698,1,1
598,feature_Is mammal,0.8778734391050108,1,1
677,feature_Is mammal,1.2907058358280235,1,1
678,feature_Is mammal,1.1709493277015164,1,1
679,feature_Is mammal,1.3475852112252429,1,1
680,feature_Is mammal,1.1414203204525055,1,1
681,feature_Is mammal,0.7172369488905472,1,1
682,feature_Is mammal,1.5458166166794474,1,1
683,feature_Is mammal,0.9174733157094068,1,1
684,feature_Is mammal,1.0294003259759195,1,1
686,feature_Is mammal,0.6936470556015963,1,1
687,feature_Is mammal,1.22366596000395,1,1
688,feature_Is mammal,0.8558552698825641,1,1
689,feature_Is mammal,1.6590348924674991,1,1
690,feature_Is mammal,0.8962963110299131,1,1
691,feature_Is mammal,1.2280434099607025,1,1
692,feature_Is mammal,1.3653433894117948,1,1
693,feature_Is mammal,1.2124163238774621,1,1
694,feature_Is mammal,1.584562488297314,1,1
695,feature_Is mammal,0.9663852635398504,1,1
696,feature_Is mammal,1.2951760730223054,1,1
698,feature_Is mammal,1.1902015221386855,1,1
779,feature_Is mammal,1.3890871547881076,1,1
780,feature_Is mammal,1.3572698291454393,1,1
781,feature_Is mammal,1.5730472185817523,1,1
782,feature_Is mammal,1.5173563606102156,1,1
783,feature_Is mammal,1.4981660717979874,1,1
784,feature_Is mammal,0.5551175445478937,1,1
785,feature_Is mammal,0.8668713741699718,1,1
786,feature_Is mammal,1.079472330426244,1,1
787,feature_Is mammal,1.2200248358412398,1,1
788,feature_Is mammal,1.4547446340743913,1,1
789,feature_Is mammal,1.2690934019471398,1,1
790,feature_Is mammal,0.9139660081717911,1,1
791,feature_Is mammal,0.8866584347979133,1,1
792,feature_Is mammal,0.9883974386175564,1,1
793,feature_Is mammal,1.5147394534147764,1,1
794,feature_Is mammal,1.059807147213468,1,1
795,feature_Is mammal,1.0965643080524774,1,1
796,feature_Is mammal,-1.1772161614331484,1,1
797,feature_Is mammal,1.0390312273674105,1,1
798,feature_Is mammal,1.0133477059239304,1,1
893,feature_Is mammal,0.8289963267718239,1,1
896,feature_Is mammal,1.2373987965419886,1,1
897,feature_Is mammal,0.795034113067002,1,1
898,feature_Is mammal,0.44864790568149826,1,1
51,feature_Is mammal,1.1948118209305194,2,4
71,feature_Is mammal,1.8638570504957244,2,4
198,feature_Is mammal,1.4609504939687834,2,4
199,feature_Is mammal,0.795034113067002,2,4
285,feature_Is mammal,0.8962963110299131,2,4
286,feature_Is mammal,1.2530670118056146,2,4
287,feature_Is mammal,1.2222427227361377,2,4
288,feature_Is mammal,1.2801891969368153,2,4
289,feature_Is mammal,1.2691763417844089,2,4
290,feature_Is mammal,1.2427935308383098,2,4
291,feature_Is mammal,1.153033141924348,2,4
292,feature_Is mammal,1.0597400777368562,2,4
293,feature_Is mammal,0.7329635444165143,2,4
294,feature_Is mammal,1.316148522964562,2,4
295,feature_Is mammal,1.555867253583941,2,4
296,feature_Is mammal,1.0400956927383471,2,4
297,feature_Is mammal,1.0597123173116414,2,4
298,feature_Is mammal,1.242765768485575,2,4
379,feature_Is mammal,1.144894311689581,2,4
380,feature_Is mammal,1.7008153272263042,2,4
381,feature_Is mammal,1.3291494798654138,2,4
382,feature_Is mammal,1.4657188556537348,2,4
383,feature_Is mammal,1.0966392377973524,2,4
384,feature_Is mammal,1.6618310304476807,2,4
385,feature_Is mammal,1.3736682756479355,2,4
386,feature_Is mammal,1.1564819753967324,2,4
387,feature_Is mammal,0.6218097944986265,2,4
388,feature_Is mammal,1.329976101444925,2,4
389,feature_Is mammal,0.8963934309108502,2,4
390,feature_Is mammal,0.9579049251399571,2,4
391,feature_Is mammal,1.4609088507289876,2,4
392,feature_Is mammal,1.0969361975727512,2,4
393,feature_Is mammal,1.5943989720808622,2,4
394,feature_Is mammal,1.09894556645823,2,4
395,feature_Is mammal,0.963846062839352,2,4
396,feature_Is mammal,1.4609588244903577,2,4
397,feature_Is mammal,0.8962963110299131,2,4
398,feature_Is mammal,0.9298675686056722,2,4
474,feature_Is mammal,0.5499725333956567,2,4
475,feature_Is mammal,1.3809649783104774,2,4
476,feature_Is mammal,1.3865443298750981,2,4
477,feature_Is mammal,1.2212871533896899,2,4
478,feature_Is mammal,1.7849024431137612,2,4
479,feature_Is mammal,0.9638876826735169,2,4
480,feature_Is mammal,1.358274095872619,2,4
481,feature_Is mammal,1.0695206295982886,2,4
482,feature_Is mammal,0.8288297988888038,2,4
483,feature_Is mammal,0.5499725333956567,2,4
484,feature_Is mammal,1.2448937029337697,2,4
485,feature_Is mammal,1.5217271217086665,2,4
486,feature_Is mammal,1.0614010566545806,2,4
487,feature_Is mammal,0.34732327796733986,2,4
488,feature_Is mammal,0.8768951667696282,2,4
489,feature_Is mammal,1.242744948166664,2,4
490,feature_Is mammal,1.3103502242960554,2,4
491,feature_Is mammal,0.8964836366934252,2,4
492,feature_Is mammal,1.5823391532282882,2,4
493,feature_Is mammal,0.6937094853528436,2,4
494,feature_Is mammal,0.7949716833157547,2,4
495,feature_Is mammal,1.0597400777368562,2,4
496,feature_Is mammal,1.589235225941237,2,4
497,feature_Is mammal,1.0400956927383471,2,4
498,feature_Is mammal,1.3146758714507278,2,4
575,feature_Is mammal,1.242744948166664,2,4
576,feature_Is mammal,0.7950028981913784,2,4
577,feature_Is mammal,1.0294114326439971,2,4
578,feature_Is mammal,0.8245700623498362,2,4
579,feature_Is mammal,1.059837200219767,2,4
580,feature_Is mammal,0.9944458315287621,2,4
581,feature_Is mammal,0.8962963110299131,2,4
582,feature_Is mammal,1.370449262091145,2,4
583,feature_Is mammal,0.7838105120957765,2,4
584,feature_Is mammal,1.1555785717839309,2,4
585,feature_Is mammal,1.5588857826341112,2,4
586,feature_Is mammal,0.9403024639656589,2,4
587,feature_Is mammal,0.7747567015739208,2,4
588,feature_Is mammal,1.7311726348622711,2,4
589,feature_Is mammal,1.134076838165531,2,4
590,feature_Is mammal,1.2604146695817224,2,4
591,feature_Is mammal,1.2716186203905426,2,4
592,feature_Is mammal,1.1637674007063163,2,4
593,feature_Is mammal,1.4547363043856425,2,4
594,feature_Is mammal,1.679228743117985,2,4
595,feature_Is mammal,0.7424031624603694,2,4
596,feature_Is mammal,0.805318696384925,2,4
597,feature_Is mammal,1.0068109704512096,2,4
598,feature_Is mammal,1.4202442190419085,2,4
677,feature_Is mammal,1.242744948166664,2,4
678,feature_Is mammal,1.0400956927383471,2,4
679,feature_Is mammal,1.7169353795489235,2,4
680,feature_Is mammal,1.8446022131523767,2,4
681,feature_Is mammal,0.8229208083872105,2,4
682,feature_Is mammal,0.6936470556015963,2,4
683,feature_Is mammal,1.0490354587843702,2,4
684,feature_Is mammal,1.2093977961282791,2,4
686,feature_Is mammal,1.3865443298750981,2,4
687,feature_Is mammal,1.329049563135602,2,4
688,feature_Is mammal,0.6362271905202183,2,4
689,feature_Is mammal,1.5319591035579194,2,4
690,feature_Is mammal,2.3411628309621264,2,4
691,feature_Is mammal,1.0971875761271068,2,4
692,feature_Is mammal,1.5328865364965416,2,4
693,feature_Is mammal,0.34732327796733986,2,4
694,feature_Is mammal,1.4757817548997656,2,4
695,feature_Is mammal,1.13828501108318,2,4
696,feature_Is mammal,1.6960691235801848,2,4
698,feature_Is mammal,1.880637818519644,2,4
779,feature_Is mammal,0.8287465592204741,2,4
780,feature_Is mammal,0.5782474162243423,2,4
781,feature_Is mammal,0.8963795611000713,2,4
783,feature_Is mammal,1.804054619912715,2,4
784,feature_Is mammal,1.2133200113067226,2,4
785,feature_Is mammal,0.6218097944986265,2,4
786,feature_Is mammal,0.5978640407976366,2,4
787,feature_Is mammal,1.2427981582343257,2,4
788,feature_Is mammal,1.356342446055469,2,4
789,feature_Is mammal,1.4454913689382725,2,4
790,feature_Is mammal,0.9770950149513586,2,4
791,feature_Is mammal,1.0025735814532886,2,4
792,feature_Is mammal,0.8964003723181406,2,4
793,feature_Is mammal,1.242744948166664,2,4
794,feature_Is mammal,1.2796992036168204,2,4
795,feature_Is mammal,1.370449262091145,2,4
796,feature_Is mammal,0.7494828759932607,2,4
797,feature_Is mammal,1.3290662193907308,2,4
798,feature_Is mammal,0.6458110482463887,2,4
893,feature_Is mammal,1.589235225941237,2,4
896,feature_Is mammal,0.6938031475339376,2,4
897,feature_Is mammal,1.5224992812266454,2,4
898,feature_Is mammal,0.8963587407811604,2,4
51,feature_Is mammal,0.9031943197426934,3,9
71,feature_Is mammal,1.5458166166794474,3,9
198,feature_Is mammal,1.0400956927383471,3,9
199,feature_Is mammal,0.7747567015739208,3,9
285,feature_Is mammal,1.09894556645823,3,9
286,feature_Is mammal,0.7329635444165143,3,9
287,feature_Is mammal,1.2427935308383098,3,9
288,feature_Is mammal,1.214023937962294,3,9
289,feature_Is mammal,1.2299930663991905,3,9
290,feature_Is mammal,0.8963587407811604,3,9
291,feature_Is mammal,1.1972145314118339,3,9
292,feature_Is mammal,1.0400956927383471,3,9
293,feature_Is mammal,1.4164459813444745,3,9
294,feature_Is mammal,1.1516424740191815,3,9
295,feature_Is mammal,1.2462152060182956,3,9
296,feature_Is mammal,0.6936470556015963,3,9
297,feature_Is mammal,1.1799728592683378,3,9
298,feature_Is mammal,1.3998804468422672,3,9
379,feature_Is mammal,1.7008153272263042,3,9
380,feature_Is mammal,1.242744948166664,3,9
381,feature_Is mammal,1.2299430926378203,3,9
382,feature_Is mammal,1.170866077631358,3,9
383,feature_Is mammal,0.8287465592204741,3,9
384,feature_Is mammal,0.9227071945616361,3,9
385,feature_Is mammal,1.3761377886778883,3,9
386,feature_Is mammal,1.4258423559172144,3,9
387,feature_Is mammal,1.134210051595231,3,9
388,feature_Is mammal,1.3542917294474983,3,9
389,feature_Is mammal,1.040126925168194,3,9
390,feature_Is mammal,1.5264214964050886,3,9
391,feature_Is mammal,1.134076838165531,3,9
392,feature_Is mammal,0.6937302952699259,3,9
393,feature_Is mammal,0.34732327796733986,3,9
394,feature_Is mammal,1.242744948166664,3,9
395,feature_Is mammal,1.0597123173116414,3,9
396,feature_Is mammal,0.6936470556015963,3,9
397,feature_Is mammal,1.4609088507289876,3,9
398,feature_Is mammal,1.9460529959950605,3,9
474,feature_Is mammal,0.4627645371787587,3,9
475,feature_Is mammal,1.7246405996670344,3,9
476,feature_Is mammal,0.805318696384925,3,9
477,feature_Is mammal,1.6031012371508158,3,9
478,feature_Is mammal,1.1555785717839309,3,9
479,feature_Is mammal,1.127275949333688,3,9
480,feature_Is mammal,1.5216854767337715,3,9
481,feature_Is mammal,1.7330554318715425,3,9
482,feature_Is mammal,1.6096378924367667,3,9
483,feature_Is mammal,1.1516424740191815,3,9
484,feature_Is mammal,1.329939084974612,3,9
485,feature_Is mammal,1.9460529959950605,3,9
486,feature_Is mammal,1.1252940202387056,3,9
487,feature_Is mammal,0.8287465592204741,3,9
488,feature_Is mammal,0.6937094853528436,3,9
489,feature_Is mammal,1.7008153272263042,3,9
490,feature_Is mammal,0.34732327796733986,3,9
491,feature_Is mammal,0.6936470556015963,3,9
492,feature_Is mammal,1.5217132371589865,3,9
494,feature_Is mammal,1.0695206295982886,3,9
495,feature_Is mammal,1.8662998989063635,3,9
496,feature_Is mammal,1.9460529959950605,3,9
497,feature_Is mammal,1.8689895590012182,3,9
498,feature_Is mammal,2.3026850879943788,3,9
575,feature_Is mammal,1.6481406243665893,3,9
576,feature_Is mammal,-0.6211448408976724,3,9
577,feature_Is mammal,0.7117378778862156,3,9
578,feature_Is mammal,0.34732327796733986,3,9
579,feature_Is mammal,0.6936470556015963,3,9
580,feature_Is mammal,1.0239693925245472,3,9
581,feature_Is mammal,1.2133200113067226,3,9
582,feature_Is mammal,0.9246128136927636,3,9
583,feature_Is mammal,0.9579548689409549,3,9
584,feature_Is mammal,1.015332687595458,3,9
585,feature_Is mammal,1.4879210103380145,3,9
586,feature_Is mammal,0.8963795611000713,3,9
587,feature_Is mammal,0.5205475965357154,3,9
588,feature_Is mammal,1.5217271217086663,3,9
589,feature_Is mammal,1.09894556645823,3,9
590,feature_Is mammal,0.9349112795969925,3,9
591,feature_Is mammal,0.0009995003330834232,3,9
592,feature_Is mammal,0.44864790568149826,3,9
593,feature_Is mammal,1.3813147096371736,3,9
594,feature_Is mammal,1.7081744826258447,3,9
595,feature_Is mammal,1.2691763417844089,3,9
596,feature_Is mammal,1.099167591304016,3,9
597,feature_Is mammal,0.8964628111702296,3,9
598,feature_Is mammal,0.8508075037074191,3,9
677,feature_Is mammal,1.3865443298750981,3,9
678,feature_Is mammal,1.589235225941237,3,9
679,feature_Is mammal,1.6096378924367667,3,9
680,feature_Is mammal,1.3542917294474983,3,9
681,feature_Is mammal,0.9246752551468264,3,9
682,feature_Is mammal,1.445435844232803,3,9
683,feature_Is mammal,0.963846062839352,3,9
684,feature_Is mammal,0.9976209387440715,3,9
686,feature_Is mammal,1.679228743117985,3,9
687,feature_Is mammal,0.6218097944986265,3,9
688,feature_Is mammal,1.0390445553691037,3,9
689,feature_Is mammal,1.2427865888044862,3,9
690,feature_Is mammal,1.1516424740191815,3,9
691,feature_Is mammal,0.9943459147989501,3,9
692,feature_Is mammal,1.5960499975876612,3,9
693,feature_Is mammal,1.2093977961282791,3,9
694,feature_Is mammal,0.9682584316353774,3,9
695,feature_Is mammal,0.8964211948055879,3,9
696,feature_Is mammal,1.09894556645823,3,9
698,feature_Is mammal,0.4628477768470883,3,9
779,feature_Is mammal,1.1414203204525055,3,9
780,feature_Is mammal,1.0346597089113774,3,9
781,feature_Is mammal,1.7919261220073759,3,9
782,feature_Is mammal,1.4454913689382725,3,9
783,feature_Is mammal,1.09894556645823,3,9
784,feature_Is mammal,0.8288575593140185,3,9
785,feature_Is mammal,0.7329635444165143,3,9
786,feature_Is mammal,0.5978640407976366,3,9
787,feature_Is mammal,1.4292478368733181,3,9
788,feature_Is mammal,0.9977041888142297,3,9
789,feature_Is mammal,1.1516424740191815,3,9
790,feature_Is mammal,1.2985391591259923,3,9
791,feature_Is mammal,0.963846062839352,3,9
792,feature_Is mammal,1.170866077631358,3,9
793,feature_Is mammal,1.2093977961282791,3,9
794,feature_Is mammal,1.5892560501631086,3,9
795,feature_Is mammal,-2.9044048562619533,3,9
796,feature_Is mammal,1.269324358348266,3,9
797,feature_Is mammal,0.9943459147989501,3,9
798,feature_Is mammal,1.3865859731148937,3,9
893,feature_Is mammal,1.9837002811307964,3,9
896,feature_Is mammal,0.0009995003330834232,3,9
897,feature_Is mammal,1.5960860885344506,3,9
898,feature_Is mammal,0.6776456148902908,3,9
51,feature_Is mammal,1.5001920736369463,4,16
71,feature_Is mammal,1.445435844232803,4,16
198,feature_Is mammal,1.9460529959950605,4,16
199,feature_Is mammal,0.8508075037074191,4,16
285,feature_Is mammal,0.6936470556015963,4,16
286,feature_Is mammal,0.9031943197426934,4,16
287,feature_Is mammal,0.8962963110299131,4,16
288,feature_Is mammal,1.0865095436046315,4,16
289,feature_Is mammal,1.6123082281535555,4,16
290,feature_Is mammal,1.858832759361172,4,16
291,feature_Is mammal,0.973526248164072,4,16
292,feature_Is mammal,1.09894556645823,4,16
293,feature_Is mammal,1.3866067947347918,4,16
294,feature_Is mammal,1.0400956927383471,4,16
295,feature_Is mammal,1.329976101444925,4,16
296,feature_Is mammal,0.0009995003330834232,4,16
297,feature_Is mammal,1.2428594306666692,4,16
298,feature_Is mammal,1.6704228489631252,4,16
379,feature_Is mammal,1.3865443298750981,4,16
380,feature_Is mammal,0.6936470556015963,4,16
381,feature_Is mammal,1.6096378924367667,4,16
382,feature_Is mammal,1.1414411407714167,4,16
383,feature_Is mammal,1.0402830171005353,4,16
384,feature_Is mammal,1.0068109704512096,4,16
385,feature_Is mammal,1.5568964272717918,4,16
386,feature_Is mammal,1.4980911111559325,4,16
387,feature_Is mammal,1.4609588244903577,4,16
388,feature_Is mammal,1.0400956927383471,4,16
389,feature_Is mammal,0.963846062839352,4,16
390,feature_Is mammal,1.09894556645823,4,16
391,feature_Is mammal,0.6936470556015963,4,16
392,feature_Is mammal,1.0400956927383471,4,16
393,feature_Is mammal,0.0009995003330834232,4,16
394,feature_Is mammal,1.3865443298750981,4,16
395,feature_Is mammal,2.0128097649315237,4,16
396,feature_Is mammal,0.8962963110299131,4,16
397,feature_Is mammal,0.6936470556015963,4,16
398,feature_Is mammal,0.6936470556015963,4,16
474,feature_Is mammal,0.3669815223747989,4,16
475,feature_Is mammal,1.2299430926378203,4,16
476,feature_Is mammal,1.4981660717979874,4,16
477,feature_Is mammal,1.5102951961912887,4,16
479,feature_Is mammal,1.4644829161587989,4,16
480,feature_Is mammal,0.9246128136927636,4,16
481,feature_Is mammal,1.5893185176254505,4,16
482,feature_Is mammal,1.5285843491972393,4,16
483,feature_Is mammal,2.1973356822749484,4,16
484,feature_Is mammal,0.805318696384925,4,16
486,feature_Is mammal,0.6936470556015963,4,16
487,feature_Is mammal,1.2299430926378203,4,16
488,feature_Is mammal,1.09894556645823,4,16
489,feature_Is mammal,1.09894556645823,4,16
490,feature_Is mammal,2.079566533867987,4,16
491,feature_Is mammal,1.6662986629350793,4,16
492,feature_Is mammal,1.0400956927383471,4,16
493,feature_Is mammal,1.5892560501631086,4,16
494,feature_Is mammal,1.0958690833787643,4,16
495,feature_Is mammal,0.0009995003330834232,4,16
496,feature_Is mammal,2.1384511080714677,4,16
497,feature_Is mammal,1.3865443298750981,4,16
498,feature_Is mammal,1.3865443298750981,4,16
575,feature_Is mammal,1.09894556645823,4,16
576,feature_Is mammal,0.798296651061874,4,16
577,feature_Is mammal,1.6288892584016779,4,16
578,feature_Is mammal,1.134076838165531,4,16
579,feature_Is mammal,1.8446147089347384,4,16
580,feature_Is mammal,0.5978640407976366,4,16
581,feature_Is mammal,1.6481406243665893,4,16
582,feature_Is mammal,0.0009995003330834232,4,16
583,feature_Is mammal,1.0597123173116414,4,16
584,feature_Is mammal,0.9031943197426934,4,16
585,feature_Is mammal,1.7081744826258447,4,16
586,feature_Is mammal,1.09894556645823,4,16
587,feature_Is mammal,0.7331115609803717,4,16
589,feature_Is mammal,2.3026850879943788,4,16
590,feature_Is mammal,1.25296710173334,4,16
591,feature_Is mammal,1.3865443298750981,4,16
592,feature_Is mammal,1.560941859536092,4,16
593,feature_Is mammal,0.9031943197426934,4,16
594,feature_Is mammal,1.9460529959950605,4,16
595,feature_Is mammal,0.6937302952699259,4,16
596,feature_Is mammal,1.9331833974004804,4,16
597,feature_Is mammal,2.1243690419947194,4,16
598,feature_Is mammal,0.963846062839352,4,16
677,feature_Is mammal,2.079566533867987,4,16
678,feature_Is mammal,1.7007820072220712,4,16
680,feature_Is mammal,1.4454913689382725,4,16
681,feature_Is mammal,1.0794168303794718,4,16
682,feature_Is mammal,0.973526248164072,4,16
683,feature_Is mammal,1.3865859731148937,4,16
684,feature_Is mammal,0.4627645371787587,4,16
686,feature_Is mammal,1.0400956927383471,4,16
687,feature_Is mammal,1.0239693925245472,4,16
688,feature_Is mammal,0.5552174321498893,4,16
689,feature_Is mammal,1.3865443298750981,4,16
691,feature_Is mammal,1.3440903961997335,4,16
692,feature_Is mammal,1.242744948166664,4,16
693,feature_Is mammal,1.1516424740191815,4,16
694,feature_Is mammal,1.09894556645823,4,16
695,feature_Is mammal,1.5173771809291265,4,16
696,feature_Is mammal,1.6096378924367667,4,16
698,feature_Is mammal,1.1949598374943766,4,16
779,feature_Is mammal,1.3968595999390416,4,16
780,feature_Is mammal,0.9989773345466532,4,16
781,feature_Is mammal,1.242744948166664,4,16
782,feature_Is mammal,0.6936470556015963,4,16
783,feature_Is mammal,1.3865443298750981,4,16
784,feature_Is mammal,0.3669815223747989,4,16
785,feature_Is mammal,0.8963587407811604,4,16
786,feature_Is mammal,1.194839581355734,4,16
787,feature_Is mammal,1.8740479716325535,4,16
788,feature_Is mammal,1.912592184610512,4,16
789,feature_Is mammal,1.3865443298750981,4,16
790,feature_Is mammal,0.34732327796733986,4,16
791,feature_Is mammal,1.7825390034797344,4,16
792,feature_Is mammal,1.5458166166794474,4,16
793,feature_Is mammal,1.6123082281535555,4,16
794,feature_Is mammal,1.589235225941237,4,16
795,feature_Is mammal,1.09894556645823,4,16
796,feature_Is mammal,1.5003400902008035,4,16
797,feature_Is mammal,1.1971937110929227,4,16
798,feature_Is mammal,0.9246128136927636,4,16
893,feature_Is mammal,1.7919400060750232,4,16
896,feature_Is mammal,0.0009995003330834232,4,16
897,feature_Is mammal,0.8962963110299131,4,16
898,feature_Is mammal,1.4261914203017154,4,16
51,feature_Is mammal,1.8433017466699375,5,25
71,feature_Is mammal,1.9357463279376814,5,25
198,feature_Is mammal,1.09894556645823,5,25
199,feature_Is mammal,1.3420814604905849,5,25
285,feature_Is mammal,0.8962963110299131,5,25
286,feature_Is mammal,1.3198500257983286,5,25
287,feature_Is mammal,1.6096378924367667,5,25
288,feature_Is mammal,0.795034113067002,5,25
289,feature_Is mammal,1.3865443298750981,5,25
290,feature_Is mammal,1.6096378924367667,5,25
291,feature_Is mammal,1.3865443298750981,5,25
292,feature_Is mammal,1.3866067947347918,5,25
293,feature_Is mammal,1.09894556645823,5,25
294,feature_Is mammal,1.7919261220073759,5,25
295,feature_Is mammal,1.194839581355734,5,25
296,feature_Is mammal,1.1516424740191815,5,25
297,feature_Is mammal,1.573088861821548,5,25
298,feature_Is mammal,0.0009995003330834232,5,25
379,feature_Is mammal,2.3979861777572986,5,25
380,feature_Is mammal,1.2427865888044862,5,25
381,feature_Is mammal,0.6936470556015963,5,25
382,feature_Is mammal,1.445435844232803,5,25
383,feature_Is mammal,0.6936470556015963,5,25
384,feature_Is mammal,1.1948118209305194,5,25
385,feature_Is mammal,0.9349112795969925,5,25
387,feature_Is mammal,1.3198500257983286,5,25
388,feature_Is mammal,1.9561614902155728,5,25
389,feature_Is mammal,0.6937302952699259,5,25
390,feature_Is mammal,1.3865443298750981,5,25
391,feature_Is mammal,1.5609418595360924,5,25
392,feature_Is mammal,1.3542917294474983,5,25
393,feature_Is mammal,0.6936470556015963,5,25
394,feature_Is mammal,1.3542917294474983,5,25
395,feature_Is mammal,1.09894556645823,5,25
397,feature_Is mammal,0.0009995003330834232,5,25
398,feature_Is mammal,0.805318696384925,5,25
474,feature_Is mammal,0.6937719151040908,5,25
475,feature_Is mammal,1.9946309021411621,5,25
476,feature_Is mammal,0.8962963110299131,5,25
477,feature_Is mammal,1.1516424740191815,5,25
478,feature_Is mammal,1.5458166166794474,5,25
479,feature_Is mammal,1.6186983372648487,5,25
480,feature_Is mammal,1.5224992812266454,5,25
481,feature_Is mammal,0.5499725333956567,5,25
482,feature_Is mammal,1.2427865888044862,5,25
483,feature_Is mammal,2.0038120350970328,5,25
484,feature_Is mammal,1.8922652538161984,5,25
486,feature_Is mammal,0.6936470556015963,5,25
487,feature_Is mammal,1.134076838165531,5,25
488,feature_Is mammal,1.3865443298750981,5,25
489,feature_Is mammal,1.9357463279376814,5,25
490,feature_Is mammal,1.6096378924367667,5,25
491,feature_Is mammal,1.3865443298750981,5,25
492,feature_Is mammal,1.4980911111559325,5,25
493,feature_Is mammal,1.3865443298750981,5,25
494,feature_Is mammal,1.185563462921637,5,25
496,feature_Is mammal,1.09894556645823,5,25
497,feature_Is mammal,0.34732327796733986,5,25
498,feature_Is mammal,1.6096378924367667,5,25
575,feature_Is mammal,1.8689895590012182,5,25
576,feature_Is mammal,0.34732327796733986,5,25
577,feature_Is mammal,1.4771809641094629,5,25
578,feature_Is mammal,0.6936470556015963,5,25
579,feature_Is mammal,1.0400956927383471,5,25
580,feature_Is mammal,1.500169860300791,5,25
581,feature_Is mammal,1.3865443298750981,5,25
582,feature_Is mammal,1.2427865888044862,5,25
583,feature_Is mammal,0.34732327796733986,5,25
