Unnamed: 0,task,model,temp,rep,original_response,pid,original_response_cleaned,response,invalid,jump_GT,response_len,response_num_words,previous_original_response,previous_response,order,category,SS,jump_cat,jump_SS,jump,originality,jump_profile
177,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,cheetah,7,cheetah,cheetah,,,7,1,leopard,leopard,9,1,0.850775182247162,0,0,0,,1
178,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,hyena,7,hyena,hyena,,,5,1,cheetah,cheetah,10,9,0.85372531414032,1,0,0,,1
179,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,crocodile,7,crocodile,crocodile,,,9,1,hyena,hyena,11,7,0.836341023445129,1,0,0,,1
180,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,gorilla,7,gorilla,gorilla,,,7,1,crocodile,crocodile,12,4,0.860704064369202,1,0,0,,1
181,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,orangutan,7,orangutan,orangutan,,,9,1,gorilla,gorilla,13,9,0.840896308422089,1,0,0,,1
182,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,baboon,7,baboon,baboon,,,6,1,orangutan,orangutan,14,4,0.842430293560028,1,0,0,,1
183,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,monkey,7,monkey,monkey,,,6,1,baboon,baboon,15,4,0.88852322101593,0,0,0,,1
184,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,tarsier,7,tarsier,tarsier,,,7,1,monkey,monkey,16,9,0.839952707290649,1,0,0,,1
185,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,sloth,7,sloth,sloth,,,5,1,tarsier,tarsier,17,9,0.810124039649963,0,0,0,,1
186,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,armadillo,7,armadillo,armadillo,,,9,1,sloth,sloth,18,9,0.787394046783447,0,1,0,,1
187,1,mistralai/Mistral-7B-Instruct-v0.2,0.1,2,kangaroo rat,7,kangaroo rat,kangaroo rat,,,12,2,armadillo,armadillo,19,5,0.781687080860138,1,1,1,,2
280,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,giraffe,11,giraffe,giraffe,,,7,1,elephant,elephant,1,14,0.850128412246704,1,0,0,,0
281,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,zebra,11,zebra,zebra,,,5,1,giraffe,giraffe,2,9,0.819354712963104,1,0,0,,0
282,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,rhinoceros,11,rhinoceros,rhinoceros,,,10,1,zebra,zebra,3,9,0.827096879482269,0,0,0,,0
283,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,hippopotamus,11,hippopotamus,hippopotamus,,,12,1,rhinoceros,rhinoceros,4,9,0.844672858715057,0,0,0,,0
284,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,kangaroo,11,kangaroo,kangaroo,,,8,1,hippopotamus,hippopotamus,5,5,0.819636106491089,1,0,0,,0
285,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,tiger,11,tiger,tiger,,,5,1,kangaroo,kangaroo,6,6,0.797845721244812,1,1,1,,1
286,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,lion,11,lion,lion,,,4,1,tiger,tiger,7,1,0.843052387237549,1,0,0,,1
287,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,leopard,11,leopard,leopard,,,7,1,lion,lion,8,1,0.866910636425018,0,0,0,,1
288,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,cheetah,11,cheetah,cheetah,,,7,1,leopard,leopard,9,1,0.850775182247162,0,0,0,,1
289,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,hyena,11,hyena,hyena,,,5,1,cheetah,cheetah,10,9,0.85372531414032,1,0,0,,1
290,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,crocodile,11,crocodile,crocodile,,,9,1,hyena,hyena,11,7,0.836341023445129,1,0,0,,1
291,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,gorilla,11,gorilla,gorilla,,,7,1,crocodile,crocodile,12,4,0.860704064369202,1,0,0,,1
292,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,orangutan,11,orangutan,orangutan,,,9,1,gorilla,gorilla,13,9,0.840896308422089,1,0,0,,1
293,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,monkey,11,monkey,monkey,,,6,1,orangutan,orangutan,14,4,0.866105794906616,1,0,0,,1
294,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,panda,11,panda,panda,,,5,1,monkey,monkey,15,6,0.82554304599762,1,0,0,,1
295,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,tiger shark,11,tiger shark,tiger shark,,,11,2,panda,panda,16,12,0.792280972003937,1,1,1,,2
296,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,great white shark,11,great white shark,great white shark,,,17,3,tiger shark,tiger shark,17,12,0.859801292419434,0,0,0,,2
297,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,polar bear,11,polar bear,polar bear,,,10,2,great white shark,great white shark,18,6,0.773476958274841,1,1,1,,3
298,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,1,brown bear,11,brown bear,brown bear,,,10,2,polar bear,polar bear,19,6,0.86056387424469,0,0,0,,3
307,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,tiger,12,tiger,tiger,,,5,1,lion,lion,1,6,0.843052387237549,1,0,0,,0
308,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,elephant,12,elephant,elephant,,,8,1,tiger,tiger,2,9,0.818225085735321,1,0,0,,0
309,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,giraffe,12,giraffe,giraffe,,,7,1,elephant,elephant,3,14,0.850128412246704,1,0,0,,0
310,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,zebra,12,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.819354712963104,1,0,0,,0
311,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,rhinoceros,12,rhinoceros,rhinoceros,,,10,1,zebra,zebra,5,9,0.827096879482269,0,0,0,,0
312,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,hippopotamus,12,hippopotamus,hippopotamus,,,12,1,rhinoceros,rhinoceros,6,9,0.844672858715057,0,0,0,,0
313,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,crocodile,12,crocodile,crocodile,,,9,1,hippopotamus,hippopotamus,7,7,0.820300340652466,1,0,0,,0
314,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,kangaroo,12,kangaroo,kangaroo,,,8,1,crocodile,crocodile,8,5,0.85312807559967,1,0,0,,0
315,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,leopard,12,leopard,leopard,,,7,1,kangaroo,kangaroo,9,1,0.813011348247528,1,0,0,,0
316,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,gorilla,12,gorilla,gorilla,,,7,1,leopard,leopard,10,4,0.861004769802094,1,0,0,,0
317,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,camel,12,camel,camel,,,5,1,gorilla,gorilla,11,9,0.81889271736145,1,0,0,,0
318,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,panda,12,panda,panda,,,5,1,camel,camel,12,6,0.791058242321014,1,1,1,,1
319,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,polar bear,12,polar bear,polar bear,,,10,2,panda,panda,13,6,0.82874858379364,0,0,0,,1
320,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,brown bear,12,brown bear,brown bear,,,10,2,polar bear,polar bear,14,6,0.86056387424469,0,0,0,,1
321,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,tiger shark,12,tiger shark,tiger shark,,,11,2,brown bear,brown bear,15,12,0.742581367492676,1,1,1,,2
322,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,great white shark,12,great white shark,great white shark,,,17,3,tiger shark,tiger shark,16,12,0.859801292419434,0,0,0,,2
323,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,whale,12,whale,whale,,,5,1,great white shark,great white shark,17,12,0.804616689682007,0,0,0,,2
324,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,dolphin,12,dolphin,dolphin,,,7,1,whale,whale,18,12,0.881909549236298,0,0,0,,2
325,1,mistralai/Mistral-7B-Instruct-v0.2,0.2,2,walrus,12,walrus,walrus,,,6,1,dolphin,dolphin,19,9,0.8211430311203,1,0,0,,2
416,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,tiger,16,tiger,tiger,,,5,1,lion,lion,1,6,0.843052387237549,1,0,0,,0
417,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,elephant,16,elephant,elephant,,,8,1,tiger,tiger,2,9,0.818225085735321,1,0,0,,0
418,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,giraffe,16,giraffe,giraffe,,,7,1,elephant,elephant,3,14,0.850128412246704,1,0,0,,0
419,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,hippopotamus,16,hippopotamus,hippopotamus,,,12,1,giraffe,giraffe,4,9,0.828556776046753,1,0,0,,0
420,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,rhinoceros,16,rhinoceros,rhinoceros,,,10,1,hippopotamus,hippopotamus,5,9,0.844672858715057,0,0,0,,0
421,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,leopard,16,leopard,leopard,,,7,1,rhinoceros,rhinoceros,6,1,0.831972360610962,1,0,0,,0
422,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,zebra,16,zebra,zebra,,,5,1,leopard,leopard,7,9,0.816561341285706,1,0,0,,0
423,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,kangaroo,16,kangaroo,kangaroo,,,8,1,zebra,zebra,8,5,0.822592735290527,1,0,0,,0
424,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,panda,16,panda,panda,,,5,1,kangaroo,kangaroo,9,6,0.802277266979218,1,0,0,,0
425,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,gorilla,16,gorilla,gorilla,,,7,1,panda,panda,10,4,0.829245090484619,1,0,0,,0
426,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,monkey,16,monkey,monkey,,,6,1,gorilla,gorilla,11,4,0.854368686676025,0,0,0,,0
427,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,tiger shark,16,tiger shark,tiger shark,,,11,2,monkey,monkey,12,12,0.758276104927063,1,1,1,,1
428,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,great white shark,16,great white shark,great white shark,,,17,3,tiger shark,tiger shark,13,12,0.859801292419434,0,0,0,,1
429,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,whale,16,whale,whale,,,5,1,great white shark,great white shark,14,12,0.804616689682007,0,0,0,,1
430,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,dolphin,16,dolphin,dolphin,,,7,1,whale,whale,15,12,0.881909549236298,0,0,0,,1
431,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,polar bear,16,polar bear,polar bear,,,10,2,dolphin,dolphin,16,6,0.83890038728714,1,0,0,,1
432,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,penguin,16,penguin,penguin,,,7,1,polar bear,polar bear,17,9,0.842114448547363,1,0,0,,1
433,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,camel,16,camel,camel,,,5,1,penguin,penguin,18,9,0.795964360237122,0,1,0,,1
434,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,1,llama,16,llama,llama,,,5,1,camel,camel,19,9,0.863836288452148,0,0,0,,1
444,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,lion,17,lion,lion,,,4,1,tiger,tiger,1,1,0.843052387237549,1,0,0,,0
445,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,elephant,17,elephant,elephant,,,8,1,lion,lion,2,9,0.824311256408691,1,0,0,,0
446,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,giraffe,17,giraffe,giraffe,,,7,1,elephant,elephant,3,14,0.850128412246704,1,0,0,,0
447,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,zebra,17,zebra,zebra,,,5,1,giraffe,giraffe,4,9,0.819354712963104,1,0,0,,0
448,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,rhinoceros,17,rhinoceros,rhinoceros,,,10,1,zebra,zebra,5,9,0.827096879482269,0,0,0,,0
449,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,hippopotamus,17,hippopotamus,hippopotamus,,,12,1,rhinoceros,rhinoceros,6,9,0.844672858715057,0,0,0,,0
450,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,crocodile,17,crocodile,crocodile,,,9,1,hippopotamus,hippopotamus,7,7,0.820300340652466,1,0,0,,0
451,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,kangaroo,17,kangaroo,kangaroo,,,8,1,crocodile,crocodile,8,5,0.85312807559967,1,0,0,,0
452,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,leopard,17,leopard,leopard,,,7,1,kangaroo,kangaroo,9,1,0.813011348247528,1,0,0,,0
453,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,gorilla,17,gorilla,gorilla,,,7,1,leopard,leopard,10,4,0.861004769802094,1,0,0,,0
454,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,camel,17,camel,camel,,,5,1,gorilla,gorilla,11,9,0.81889271736145,1,0,0,,0
455,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,panda,17,panda,panda,,,5,1,camel,camel,12,6,0.791058242321014,1,1,1,,1
456,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,polar bear,17,polar bear,polar bear,,,10,2,panda,panda,13,6,0.82874858379364,0,0,0,,1
457,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,brown bear,17,brown bear,brown bear,,,10,2,polar bear,polar bear,14,6,0.86056387424469,0,0,0,,1
458,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,wolf,17,wolf,wolf,,,4,1,brown bear,brown bear,15,8,0.78416907787323,1,1,1,,2
459,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,hyena,17,hyena,hyena,,,5,1,wolf,wolf,16,9,0.839755237102509,1,0,0,,2
460,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,cheetah,17,cheetah,cheetah,,,7,1,hyena,hyena,17,1,0.85372531414032,1,0,0,,2
461,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,monkey,17,monkey,monkey,,,6,1,cheetah,cheetah,18,4,0.819778740406036,1,0,0,,2
462,1,mistralai/Mistral-7B-Instruct-v0.2,0.3,2,penguin,17,penguin,penguin,,,7,1,monkey,monkey,19,9,0.806912422180176,1,0,0,,2
558,1,mistralai/Mistral-7B-Instruct-v0.2,0.4,1,giraffe,21,giraffe,giraffe,,,7,1,elephant,elephant,1,14,0.850128412246704,1,0,0,,0
559,1,mistralai/Mistral-7B-Instruct-v0.2,0.4,1,zebra,21,zebra,zebra,,,5,1,giraffe,giraffe,2,9,0.819354712963104,1,0,0,,0
560,1,mistralai/Mistral-7B-Instruct-v0.2,0.4,1,hippopotamus,21,hippopotamus,hippopotamus,,,12,1,zebra,zebra,3,9,0.811991214752197,0,0,0,,0
561,1,mistralai/Mistral-7B-Instruct-v0.2,0.4,1,rhinoceros,21,rhinoceros,rhinoceros,,,10,1,hippopotamus,hippopotamus,4,9,0.844672858715057,0,0,0,,0
562,1,mistralai/Mistral-7B-Instruct-v0.2,0.4,1,gorilla,21,gorilla,gorilla,,,7,1,rhinoceros,rhinoceros,5,4,0.850978851318359,1,0,0,,0
563,1,mistralai/Mistral-7B-Instruct-v0.2,0.4,1,lion,21,lion,lion,,,4,1,gorilla,gorilla,6,1,0.809733390808106,1,0,0,,0
564,1,mistralai/Mistral-7B-Instruct-v0.2,0.4,1,tiger,21,tiger,tiger,,,5,1,lion,lion,7,6,0.843052387237549,1,0,0,,0
565,1,mistralai/Mistral-7B-Instruct-v0.2,0.4,1,leopard,21,leopard,leopard,,,7,1,tiger,tiger,8,1,0.857495427131653,1,0,0,,0
