coyote,3.235528447
bison,3.227886705
pony,3.220108088
bulldog,3.214843848
hog,3.209515015
zebra,3.209515015
lynx,3.204119983
panther,3.201397124
bustard,3.195899652
serpent,3.193124598
avian,3.190331698
herring,3.187520721
octopus,3.184691431
badger,3.178976947
chimpanzee,3.178976947
hedgehog,3.178976947
snail,3.178976947
tick,3.178976947
cobra,3.173186268
heron,3.173186268
unicorn,3.173186268
kitten,3.167317335
pike,3.167317335
swallow,3.155336037
tang,3.155336037
elk,3.152288344
raccoon,3.152288344
squid,3.149219113
polarbear,3.146128036
gibbon,3.1430148
cock,3.133538908
darter,3.133538908
moose,3.133538908
chick,3.127104798
antelope,3.117271296
mosquito,3.117271296
boar,3.113943352
hyena,3.11058971
mare,3.11058971
canary,3.103803721
peacock,3.100370545
marten,3.096910013
rail,3.086359831
toad,3.086359831
alligator,3.08278537
rhinoceros,3.08278537
shrimp,3.08278537
salamander,3.071882007
moth,3.06069784
skunk,3.06069784
merlin,3.053078443
tortoise,3.053078443
opossum,3.049218023
wasp,3.049218023
caiman,3.045322979
vulture,3.045322979
blackbear,3.037426498
grizzly,3.037426498
cub,3.033423755
rodent,3.033423755
gull,3.021189299
hen,3.021189299
flamingo,3.012837225
lemur,3.008600172
brownbear,3.004321374
giraffe,3.004321374
cougar,2.995196292
bobcat,2.989004616
sable,2.989004616
yak,2.984527313
doe,2.974971994
terrier,2.974971994
genet,2.974050903
sloth,2.973127854
bass,2.972202838
jaguar,2.969415912
wolverine,2.967079734
viper,2.966610987
puma,2.961895474
snipe,2.960946196
calf,2.959994838
wildcat,2.958085849
chameleon,2.957607287
lory,2.953759692
emu,2.950364854
lobster,2.949390007
jackal,2.948412966
ferret,2.937517892
sparrow,2.937517892
koala,2.936010796
slug,2.934498451
reindeer,2.926342447
tuna,2.920123326
finch,2.914343157
gecko,2.911157609
llama,2.910090546
oyster,2.909020854
gazelle,2.907411361
ibis,2.907411361
bighorn,2.904715545
mink,2.903632516
eel,2.898725182
stork,2.897077003
rooster,2.895974732
sealion,2.890979597
walrus,2.889861721
hamster,2.888179494
dragonfly,2.8876173
orca,2.880813592
pelican,2.868056362
labradorretriever,2.866877814
caterpillar,2.866287339
flea,2.863917377
partridge,2.861534411
whitetaileddeer,2.860338007
fowl,2.859138297
bullock,2.854913022
nightingale,2.854306042
blackbird,2.851258349
quail,2.850646235
steer,2.848189117
raptor,2.844477176
mongoose,2.839478047
stallion,2.839478047
orangutan,2.838849091
macaque,2.838219222
baboon,2.835690571
jellyfish,2.831229694
ostrich,2.820201459
cuckoo,2.818885415
cormorant,2.8162413
puffin,2.814247596
shrew,2.809559715
catfish,2.805500858
meerkat,2.802089258
peregrine,2.802089258
civet,2.800029359
porcupine,2.797267541
waterbuffalo,2.793790385
greyhound,2.7930916
wildboar,2.7930916
grasshopper,2.789580712
kiwi,2.786751422
stag,2.78604121
hornet,2.785329835
wilddog,2.782472624
warbler,2.780317312
anaconda,2.778874472
snowleopard,2.77815125
woodpecker,2.775974331
buzzard,2.774516966
earthworm,2.771587481
guineapig,2.771587481
sponge,2.770115295
carp,2.761927838
colt,2.761175813
wren,2.756636108
honeybee,2.753583059
kestrel,2.751279104
grizzlybear,2.746634199
egret,2.745855195
weaver,2.745855195
killerwhale,2.738780558
magpie,2.737987326
macaws,2.7355989
ibex,2.73479983
dingo,2.733999287
poodle,2.733999287
maggot,2.730782276
boa,2.728353782
chihuahua,2.728353782
warthog,2.72427587
manatee,2.723455672
pup,2.722633923
larva,2.721810615
parakeet,2.718501689
armadillo,2.706717782
mussel,2.705007959
starling,2.705007959
plover,2.704150517
oryx,2.703291378
bluewhale,2.701567985
crawfish,2.701567985
dodo,2.700703717
possum,2.699837726
harrier,2.698970004
kite,2.698970004
ermine,2.698100546
echidna,2.697229343
freshwaterfish,2.695481676
husky,2.691965103
gaur,2.689308859
goldfish,2.689308859
macaw,2.689308859
hummingbird,2.688419822
ocelot,2.685741739
humpbackwhale,2.682145076
asp,2.67669361
muledeer,2.673941999
caribou,2.673020907
wombat,2.672097858
pheasant,2.671172843
wildebeest,2.671172843
platypus,2.667452953
leech,2.665580991
foal,2.661812686
crayfish,2.657055853
tapir,2.654176542
grouse,2.652246341
mustang,2.651278014
opposum,2.649334859
caracal,2.64738297
kid,2.643452676
koi,2.641474111
lookdown,2.641474111
rattlesnake,2.640481437
alpaca,2.639486489
osprey,2.639486489
seagull,2.639486489
centipede,2.638489257
snowfox,2.63748973
chipmunk,2.63447727
mountainlion,2.632457292
elephantseal,2.629409599
capuchin,2.627365857
gopher,2.622214023
bleu,2.621176282
mallard,2.621176282
clam,2.619093331
hatchling,2.618048097
urchin,2.618048097
flyer,2.614897216
gar,2.614897216
tadpole,2.612783857
impala,2.605305046
goldenretriever,2.604226053
coati,2.603144373
polecat,2.603144373
blackbuck,2.602059991
muskox,2.602059991
thrush,2.600972896
mountaingoat,2.59439255
sow,2.589949601
porpoise,2.587710965
muntjac,2.58546073
dalmation,2.583198774
starfish,2.574031268
capybara,2.572871602
lark,2.572871602
piranha,2.572871602
iguana,2.567026366
aphid,2.565847819
budgerigar,2.565847819
woollymammoth,2.563481085
tasmaniandevil,2.561101384
kingfisher,2.558708571
bandicoot,2.557507202
bengaltiger,2.557507202
siamesecat,2.557507202
anteater,2.556302501
tarantula,2.556302501
kob,2.555094449
teal,2.555094449
boaconstrictor,2.553883027
hornbill,2.552668216
kudu,2.551449998
chamois,2.550228353
sturgeon,2.545307116
onager,2.540329475
mackerel,2.536558443
sambar,2.536558443
okapi,2.53529412
albatross,2.534026106
serval,2.532754379
newt,2.530199698
duiker,2.527629901
peafowl,2.526339277
goshawk,2.525044807
lemming,2.522444234
mockingbird,2.522444234
Komodo,2.51851394
fawn,2.517195898
jaguarundi,2.517195898
nautilus,2.517195898
grison,2.515873844
guanaco,2.515873844
beluga,2.5132176
dik,2.5132176
blackwidow,2.511883361
greatwhiteshark,2.511883361
treefrog,2.511883361
kinkajou,2.51054501
grebe,2.505149978
margay,2.503790683
peccary,2.503790683
pintail,2.503790683
flyingsquirrel,2.499687083
conch,2.498310554
hartebeest,2.495544338
dromedary,2.492760389
cockroach,2.487138375
oriole,2.484299839
rhea,2.484299839
siberianhusky,2.484299839
bonobo,2.480006943
fennec,2.480006943
chital,2.478566496
ewe,2.477121255
stilt,2.475671188
chinchilla,2.474216264
moray,2.474216264
wallaby,2.472756449
mouflon,2.471291711
aardvark,2.46686762
eland,2.46686762
vicuna,2.463892989
vole,2.463892989
komododragon,2.456366033
booby,2.45484486
stingray,2.45484486
huron,2.451786436
bunting,2.450249108
nilgai,2.444044796
tinamou,2.442479769
waterbuck,2.442479769
louse,2.440909082
bronco,2.439332694
grunt,2.437750563
dormouse,2.436162647
basilisk,2.434568904
akita,2.432969291
pronghorn,2.432969291
leafy,2.431363764
moorhen,2.431363764
muskrat,2.431363764
prayingmantis,2.431363764
bushbuck,2.423245874
swordfish,2.416640507
anemone,2.414973348
devil,2.411619706
grub,2.411619706
seaotter,2.409933123
nyala,2.408239965
gemsbok,2.404833717
bittern,2.403120521
bloodhound,2.403120521
cicada,2.403120521
pug,2.403120521
toucan,2.401400541
flounder,2.399673721
seahorse,2.399673721
wigeon,2.399673721
brocket,2.396199347
qilin,2.396199347
tayra,2.396199347
simian,2.394451681
marmoset,2.392696953
gander,2.390935107
lioness,2.390935107
oribi,2.389166084
langur,2.385606274
lechwe,2.385606274
argali,2.383815366
termite,2.383815366
argalis,2.382017043
barracuda,2.382017043
gerbil,2.382017043
bulbul,2.380211242
cockatoo,2.380211242
dachshund,2.376576957
klipspringer,2.376576957
trumpeter,2.374748346
bushpig,2.367355921
hyrax,2.361727836
cuttlefish,2.359835482
avocet,2.354108439
loon,2.352182518
bontebok,2.344392274
scallop,2.344392274
springbok,2.342422681
whaleshark,2.340444115
bluejay,2.338456494
caracara,2.336459734
constrictor,2.336459734
minnows,2.336459734
gerenuk,2.33243846
jackrabbit,2.328379603
minnow,2.326335861
adder,2.324282455
guineafowl,2.324282455
heifer,2.324282455
lamprey,2.324282455
piglet,2.324282455
reedbuck,2.324282455
colobus,2.320146286
jack,2.320146286
barbet,2.318063335
goldfinch,2.311753861
prairiedog,2.311753861
dugong,2.309630167
sidewinder,2.309630167
groundhog,2.307496038
narwhal,2.305351369
skink,2.305351369
goldenmarmot,2.301029996
saki,2.301029996
marmot,2.294466226
mandrill,2.292256071
redrumpedagouti,2.28780173
diamondback,2.283301229
rook,2.283301229
cichlids,2.281033367
blacktip,2.276461804
merganser,2.276461804
francolin,2.274157849
tilapia,2.274157849
caimans,2.264817823
grosbeak,2.26245109
liger,2.26245109
hammerheadshark,2.260071388
kodiakbear,2.260071388
roadrunner,2.260071388
urial,2.260071388
quagga,2.252853031
shrike,2.252853031
trotter,2.247973266
tetra,2.245512668
wildfowl,2.240549248
guillemot,2.23299611
lorikeet,2.23299611
burro,2.227886705
dogfish,2.227886705
jackdaw,2.227886705
steenbok,2.225309282
greatdane,2.222716471
puku,2.222716471
drongo,2.217483944
prawn,2.212187604
bluebird,2.209515015
grenadier,2.209515015
kookaburra,2.206825876
saltwaterfish,2.206825876
baiji,2.204119983
songbird,2.204119983
bullfinch,2.201397124
spidermonkey,2.198657087
snowlion,2.195899652
tsessebe,2.190331698
woodchuck,2.190331698
sandpiper,2.184691431
moccasin,2.170261715
smelt,2.164352856
bluegill,2.158362492
sugarglider,2.158362492
loris,2.155336037
monarchbutterfly,2.155336037
chuckwalla,2.152288344
bullfrog,2.149219113
ringtail,2.149219113
sugar,2.149219113
tamarin,2.149219113
ladybug,2.146128036
ladybird,2.146128036
swallowtail,2.146128036
honeyeater,2.136720567
pitta,2.133538908
grouper,2.130333768
macropod,2.130333768
guppy,2.127104798
stoat,2.127104798
clownfish,2.123851641
limpet,2.123851641
myna,2.120573931
pembrokewelshcorgi,2.117271296
cassowary,2.113943352
cockatiel,2.113943352
mousebird,2.113943352
silkworm,2.11058971
kingsnake,2.10720997
anole,2.103803721
constrict,2.100370545
bettong,2.096910013
zebu,2.096910013
cowrie,2.093421685
spoonbill,2.093421685
jerboa,2.089905111
roebuck,2.089905111
gnat,2.086359831
skylark,2.08278537
lovebird,2.068185862
pademelon,2.068185862
whitetiger,2.068185862
chickadee,2.064457989
angelfish,2.045322979
mantaray,2.045322979
wapiti,2.041392685
bushbaby,2.037426498
sifaka,2.037426498
cony,2.033423755
meadowlark,2.033423755
shoveler,2.033423755
betta,2.029383778
eidolon,2.029383778
sandgrouse,2.029383778
boubou,2.025305865
malamute,2.025305865
potoroo,2.021189299
watersnake,2.021189299
shihtzu,2.017033339
tomcat,2.017033339
tigress,2.012837225
gallinule,1.995635195
gosling,1.982271233
seabass,1.982271233
gyrfalcon,1.973127854
pufferfish,1.968482949
paca,1.963787827
turaco,1.963787827
brineshrimp,1.959041392
greenfinch,1.959041392
yellowjacket,1.959041392
conure,1.954242509
woylie,1.954242509
daddylonglegs,1.949390007
jumpingspider,1.949390007
blowfish,1.944482672
stickinsect,1.944482672
pitviper,1.939519253
topi,1.929418926
killdeer,1.913813852
corella,1.903089987
shelduck,1.903089987
ankole,1.897627091
numbat,1.897627091
wallaroo,1.897627091
howlermonkey,1.886490725
laughingthrush,1.886490725
openbill,1.880813592
ratsnake,1.880813592
axolotl,1.86332286
hammerkop,1.86332286
dunnart,1.851258349
galah,1.851258349
siamang,1.851258349
tamandua,1.851258349
lionfish,1.84509804
parrotfish,1.838849091
quoll,1.838849091
stickleback,1.838849091
tragopan,1.838849091
frogmouth,1.832508913
billygoat,1.826074803
vaquita,1.819543936
antechinus,1.812913357
blackmamba,1.812913357
waxbill,1.806179974
boto,1.799340549
duckbill,1.792391689
timberwolf,1.792391689
cavy,1.785329835
tanager,1.785329835
cottonmouth,1.77815125
degu,1.77815125
curassow,1.755874856
makoshark,1.755874856
bobolink,1.748188027
motmot,1.740362689
quetzal,1.73239376
antlion,1.72427587
sawfishes,1.72427587
dragonet,1.716003344
phascogale,1.707570176
stonefish,1.698970004
siskin,1.69019608
milksnake,1.681241237
mynah,1.681241237
murex,1.672097858
pillbug,1.672097858
zorilla,1.672097858
seriema,1.662757832
blacksquirrel,1.653212514
sailfish,1.653212514
cavefish,1.633468456
cornsnake,1.633468456
blacklab,1.62324929
malleefowl,1.62324929
tenrec,1.612783857
lubber,1.591064607
pleco,1.591064607
blacktaileddeer,1.579783597
rainbowfish,1.579783597
dassie,1.556302501
junebug,1.556302501
gonolek,1.544068044
pinksalmon,1.531478917
potbelliedpig,1.531478917
gazer,1.491361694
knifefish,1.491361694
legaan,1.491361694
lourie,1.491361694
coatimundi,1.477121255
mealworm,1.447158031
snowmonkey,1.431363764
tomistoma,1.431363764
springhare,1.414973348
titmouse,1.414973348
seamonkey,1.397940009
pacu,1.380211242
filefish,1.361727836
bluefootedbooby,1.342422681
scorpionfish,1.342422681
eaglet,1.322219295
sanddollar,1.322219295
spiderling,1.322219295
puggle,1.301029996
titi,1.301029996
mountainbear,1.176091259
dabchick,1.113943352
leopardess,1.113943352
spurfowl,1.113943352
gardensnake,1.041392685
porcupinefish,1.041392685
sergeant,1.041392685
sunbird,1.041392685
fisher,1.0
blesbok,0.954242509
marshbird,0.954242509
sheathbill,0.954242509
aoudad,0.903089987
genoveva,0.903089987
spadefish,0.903089987
cliffchat,0.84509804
cusimanse,0.77815125
miniaturepony,0.77815125
umbrellabird,0.77815125
triplefin,0.602059991
dikkop,0.477121255
wambenger,0.477121255
arrowheadshark,0.301029996
balloonfish,0.301029996
cuis,0.301029996
guerza,0.301029996
kongoni,0.301029996
koodoo,0.301029996
nakedmolerat,0.301029996
paradoxure,0.301029996
porkfish,0.301029996
springbuck,0.301029996
steenbuck,0.301029996
sunbittern,0.301029996
sungazer,0.301029996
suricate,0.301029996
